Time,Region,UserName,ETSMember,ETSServiceAuto,ETSQuestionAuto,AnswerHit,ETSQuesionManual,UserSays,UserSaysLower,JARVISAnswerKB,KBpageId,KBurl,KBWikiPosition,JARVISAnswerForm,SessionId
2020-07-08T09:19:44.250869Z,TW,,,,,,,aws account,aws account,AWS Security Policy Info,,,,Domain Account,050bfef9-0c19-42a4-b5f3-b8c41ecf61d2
2020-07-08T09:20:29.202201Z,TW,,,,,,,VPN,vpn,VPN/f5: How to install f5 client on Desktop\Laptop?,,,,VPN,547ac9a5-62e9-4ff4-91fc-f94db2e6068c
2020-07-08T09:20:41.865715Z,Europe,,,,,,,shared mailbox,shared mailbox,Add Another Shared Mailbox on Outlook 2016,,,,Mailbox/Outlook,9304a2c5-8010-4dcb-8b43-aac42d64f906
2020-07-08T09:21:18.548906Z,TW,,,,,,,aws account apply,aws account apply,AWS Security Policy Info,,,,AWSInfra Service,050bfef9-0c19-42a4-b5f3-b8c41ecf61d2
2020-07-08T09:22:05.995703Z,MMEA,,,,,,,Transfer DL to new owner,transfer dl to new owner,Modify distribution list in MS outlook 2016,,,,Change Distribution List Owner,73533ce4-542f-42db-917a-8e7d72621079
2020-07-08T09:22:09.442949Z,MMEA,,,,,,,SE access to SaaS consoles,se access to saas consoles,,,,,,73533ce4-542f-42db-917a-8e7d72621079
2020-07-08T09:22:20.229966Z,TW,,,,,,,one drive,one drive,OneDrive:Trendforward Set up,,,,,30533cf8-11e5-4ae7-9759-db943f50cb14
2020-07-08T09:22:47.452982Z,TW,,,,,,,ADFS,adfs,How to integrate ADFS from SaaS,,,,SSO,47ec72fc-a8e5-4afa-ab64-a3aea3683e09
2020-07-08T09:25:19.654387Z,MMEA,,,,,,,Transfer DL to new owner,transfer dl to new owner,Modify distribution list in MS outlook 2016,,,,Change Distribution List Owner,665d90df-dd91-407d-a781-ad521429b3a6
2020-07-08T09:25:22.202173Z,MMEA,,,,,,,license for SaaS console,license for saas console,,,,,,665d90df-dd91-407d-a781-ad521429b3a6
2020-07-08T09:29:42.676225Z,PH,,,,,,,giss,giss,,,,,JARVIS Concierge,da363afb-1365-4a5b-a504-265a00159056
2020-07-08T09:29:51.150095Z,PH,,,,,,,dcs,dcs,,,,,DCS Accounts,da363afb-1365-4a5b-a504-265a00159056
2020-07-08T09:32:53.43317Z,TW,,,,,,,firewall,firewall,,,,,Firewall/L4/IP service,7773530f-8fc5-486d-b0be-efeb41479b98
2020-07-08T09:33:40.790592Z,TW,,,,,,,ActiveUpdate,activeupdate,,,,,,959bfc2d-e034-49b1-b374-7c498aaf785b
2020-07-08T09:34:40.653088Z,PH,,,,,,,firewall,firewall,How to Request for a Port Configuration?,,,,Firewall/L4/IP service,1cf19e44-3a34-4127-80d9-45f78ce63508
2020-07-08T09:35:41.589886Z,TW,,,,,,,DNS,dns,How Do I Submit DNS Request?,,,,SaaS and Cloud Services - Shared Service Request,1abfb485-06ac-4dbe-bf79-ce06e418ef59
2020-07-08T09:39:56.347482Z,Europe,erick_thek,No,VCM,Yes,,,github enterprise,github enterprise,00. How to Request the GitHub EE,,,,,1b356cb6-b001-476c-9ad1-fc23d08a6e2f
2020-07-08T09:40:54.079537Z,Europe,erick_thek,No,VCM,Yes,,,request github enterprise access,request github enterprise access,How to request InfoSec Security Scan,,,,,1b356cb6-b001-476c-9ad1-fc23d08a6e2f
2020-07-08T09:42:43.464159Z,NABU,,,,,,,database,database,1.Database Migration to AWS,,,,SaaS and Cloud Services - Database Request,474ea0d7-bdc9-4489-9afa-98133497922b
2020-07-08T09:45:03.685693Z,NABU,,,,,,,database,database,1.Database Migration to AWS,,,,SaaS and Cloud Services - Database Request,7862f125-768e-4073-9a43-fcb1ee75f834
2020-07-08T09:51:32.337601Z,JP,,,,,,,product cloud,product cloud,,,,,Product Cloud,2dbc01d8-82b3-43c1-93f2-cfa93760c041
2020-07-08T10:01:40.67661Z,TW,,,,,,,hello,hello,Global IT Contact Info,,,,,5ad6fa8e-2d55-4fa0-b5f5-93d33fc6af1c
2020-07-08T10:02:09.601692Z,TW,,,,,,,ap2000,ap2000,,,,,,5ad6fa8e-2d55-4fa0-b5f5-93d33fc6af1c
2020-07-08T10:02:34.692507Z,TW,,,,,,,Taiwan,taiwan,,,,,,5ad6fa8e-2d55-4fa0-b5f5-93d33fc6af1c
2020-07-08T10:02:53.64593Z,TW,,,,,,,iPhone,iphone,Connecting iOS device to AP2000 (Available for TW and PH office),,,,,5ad6fa8e-2d55-4fa0-b5f5-93d33fc6af1c
2020-07-08T10:05:57.484808Z,CN,,,,,,,DUO,duo,MyToken/DUO: How to activate DUO account,,,,MyToken/DUO,8a8a46ca-cca8-440c-a851-474a4985940e
2020-07-08T10:07:16.751423Z,TW,,,,,,,hi,hi,Global IT Contact Info,,,,,5ad6fa8e-2d55-4fa0-b5f5-93d33fc6af1c
2020-07-08T10:09:52.180223Z,TW,,,,,,,bruce,bruce,,,,,,5ad6fa8e-2d55-4fa0-b5f5-93d33fc6af1c
2020-07-08T10:10:11.894444Z,CN,,,,,,,DUO,duo,MyToken/DUO: How to activate DUO account,,,,MyToken/DUO,8a588590-6795-4ae1-bb56-2d70dfa5c332
2020-07-08T10:19:33.695137Z,TW,,,,,,,sts,sts,,,,,,43d744ba-23f9-464c-84c4-c16e71fd9b41
2020-07-08T10:19:51.700009Z,TW,,,,,,,adfssts,adfssts,How to integrate ADFS from SaaS,,,,,43d744ba-23f9-464c-84c4-c16e71fd9b41
2020-07-08T10:20:12.113977Z,TW,,,,,,,teams,teams,Global IT Contact Info,,,,,43d744ba-23f9-464c-84c4-c16e71fd9b41
2020-07-08T10:20:31.442213Z,TW,,,,,,,new comer,new comer,,,,,,43d744ba-23f9-464c-84c4-c16e71fd9b41
2020-07-08T10:21:07.340269Z,PH,,,,,,,powerbox,powerbox,,,,,PowerBox Service,9eed7619-56bb-430f-8041-1baf76eec49e
2020-07-08T10:26:23.60009Z,Europe,,,,,,,active directory group,active directory group,Zoom : IM Settings & Feature - MAC,,,,Domain Account,803a0e91-47d0-40c9-9d99-ba34829f87e0
2020-07-08T10:34:13.085572Z,PH,,,,,,,duo,duo,MyToken/DUO: How to activate DUO account,,,,MyToken/DUO,02bc2ce4-78eb-46f8-a1e9-cfdc1ebdab40
2020-07-08T10:35:19.287958Z,TW,,,,,,,DEEP SECURITY,deep security,DSaaS support,,,,Deep Security,ed177e0f-0ace-4e2c-b44c-07a2d1a931f1
2020-07-08T10:37:39.25418Z,TW,,,,,,,hi,hi,,,,,,dbba6142-fe74-4874-a851-bc50533aef47
2020-07-08T10:38:53.952662Z,CN,,,,,,,"resetÂ security questions","resetÂ security questions",MyToken/DUO/RSA SecurID: Setup Security Questions for External Accounts,,,,,83293074-ec13-4f57-a479-c308f8008a65
2020-07-08T10:39:05.75169Z,TW,,,,,,,agent install fail,agent install fail,,,,,,dbba6142-fe74-4874-a851-bc50533aef47
2020-07-08T10:41:18.854035Z,APAC,,,,,,,modify dl,modify dl,Modify distribution list in MS outlook 2016,,,,Change Distribution List Owner,b35abb30-5918-4a95-9726-b18b4bcbc9eb
2020-07-08T10:42:37.990639Z,PH,,,,,,,ivr message,ivr message,Playing Voicemail Messages,,,,,15e85864-daaa-454b-854d-4acedcfacfa8
2020-07-08T11:13:27.092675Z,Europe,,,,,,,data request,data request,How to request InfoSec Security Scan,,,,,099311a6-55ca-4572-9e1d-4cf5d52b153c
2020-07-08T11:13:37.675706Z,Europe,,,,,,,arl data request,arl data request,How to request InfoSec Security Scan,,,,Europe ARL,099311a6-55ca-4572-9e1d-4cf5d52b153c
2020-07-08T11:15:24.076784Z,PH,,,,,,,malware tip,malware tip,Malware Service Info,,,,Malware Handling Tool Service,4d26af63-618a-446c-8cf1-4a8411b3285a
2020-07-08T11:40:29.541247Z,Europe,,,,,,,sql agent,sql agent,Use AWB to generate Data Cleanse Custom Rule - SQL Injection,,,,SaaS and Cloud Services - Database Request,041c080b-baf4-40a0-b3cf-b586e44149dd
2020-07-08T11:40:42.8977Z,Europe,,,,,,,europe dba,europe dba,Europe IT Contact Info,,,,,041c080b-baf4-40a0-b3cf-b586e44149dd
2020-07-08T11:40:47.607846Z,Europe,,,,,,,DBA,dba,,,,,,041c080b-baf4-40a0-b3cf-b586e44149dd
2020-07-08T11:40:54.27357Z,Europe,,,,,,,eu dba,eu dba,Europe IT Contact Info,,,,,041c080b-baf4-40a0-b3cf-b586e44149dd
2020-07-08T11:43:26.049483Z,Europe,,,,,,,onedrive,onedrive,How to Sign in to OneDrive via Client App,,,,Office365/OneDrive,15bf75d7-e48f-4c59-a9ab-4e1e072caf64
2020-07-08T11:53:19.653873Z,MMEA,,,,,,,license request,license request,Software License Others Request Info,,,,MS software license request,4147355d-f3d1-4664-9590-09f0e733e27e
2020-07-08T11:53:55.290164Z,PH,,,,,,,test machine,test machine,[PH-WFH] Machine Transport Request,,,,,58ff46ed-af3f-477c-9260-2e7006a0960e
2020-07-08T11:54:10.546096Z,PH,,,,,,,file a case,file a case,Requesting New Agent Login ID,,,,JARVIS Concierge,58ff46ed-af3f-477c-9260-2e7006a0960e
2020-07-08T11:55:37.178483Z,MMEA,,,,,,,license request,license request,Software License Others Request Info,,,,MS software license request,6049b9a6-d9a2-4979-b2c7-663fc2c0e6df
2020-07-08T11:55:52.612608Z,PH,,,,,,,it,it,Global IT Contact Info,,,,,58ff46ed-af3f-477c-9260-2e7006a0960e
2020-07-08T11:55:59.690268Z,PH,,,,,,,new case,new case,,,,,,58ff46ed-af3f-477c-9260-2e7006a0960e
2020-07-08T11:57:26.381771Z,JP,,,,,,,VPN,vpn,VPN/f5: How to install f5 client on Desktop\Laptop?,,,,JP VPN / MyToken,f7ab09c0-6c76-4872-b8c2-2d076f810a78
2020-07-08T12:03:49.284361Z,Europe,,,,,,,distribution list,distribution list,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,,,,Distribution List,575f552d-6d10-44d1-a3a3-965feb5d7b52
2020-07-08T12:04:48.785183Z,Europe,,,,,,,duo access,duo access,How to request InfoSec Security Scan,,,,MyToken/DUO,72be1370-a3a5-47bd-a954-04ef5ba62742
2020-07-08T12:06:21.027397Z,PH,,,,,,,GFR,gfr,,,,,GRID â€“ Whitelisting (GFR),6e21a812-d9d8-43cf-a04e-9628f509cd2f
2020-07-08T12:12:22.47054Z,Europe,,,,,,,Duo access,duo access,How to request InfoSec Security Scan,,,,MyToken/DUO,72be1370-a3a5-47bd-a954-04ef5ba62742
2020-07-08T12:31:58.159488Z,Europe,,,,,,,email retention,email retention,Reporting Spam Emails to Infosec,,,,,485f9bbc-8a61-4fbc-8470-dfe717823d05
2020-07-08T12:32:52.683107Z,Europe,,,,,,,file for email retention exception,file for email retention exception,Reporting Spam Emails to Infosec,,,,,a188de54-0788-4bc6-8595-c040f8583b67
2020-07-08T12:41:51.660799Z,TW,,,,,,,pls License modification request,pls license modification request,,,,,TM Product License Request,075a96f0-4261-4ae9-bd95-8ea25d3f70c4
2020-07-08T12:42:19.683102Z,TW,,,,,,,PLS license modification,pls license modification,,,,,TM Product License Request,075a96f0-4261-4ae9-bd95-8ea25d3f70c4
2020-07-08T12:42:29.29152Z,TW,,,,,,,PLS Account modification,pls account modification,,,,,Domain Account,075a96f0-4261-4ae9-bd95-8ea25d3f70c4
2020-07-08T12:42:41.24615Z,TW,,,,,,,CLP account modification,clp account modification,,,,,,075a96f0-4261-4ae9-bd95-8ea25d3f70c4
2020-07-08T12:43:20.59496Z,TW,,,,,,,clp account migration,clp account migration,,,,,,075a96f0-4261-4ae9-bd95-8ea25d3f70c4
2020-07-08T12:43:27.955379Z,TW,,,,,,,PLS account migration,pls account migration,,,,,Domain Account,075a96f0-4261-4ae9-bd95-8ea25d3f70c4
2020-07-08T13:03:24.27041Z,JP,,,,,,,Distribution List,distribution list,JP system list,,,,JP Distribution List,933695cc-75ec-4e06-8350-21be9fabcb34
2020-07-08T13:03:48.379657Z,APAC,,,,,,,Distribution List,distribution list,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,,,,JP Distribution List,933695cc-75ec-4e06-8350-21be9fabcb34
2020-07-08T13:03:58.980943Z,TW,,,,,,,Distribution List,distribution list,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,,,,JP Distribution List,933695cc-75ec-4e06-8350-21be9fabcb34
2020-07-08T13:04:02.786085Z,Europe,,,,,,,duo for external,duo for external,How to request InfoSec Security Scan,,,,,d0f5f26a-86e2-4c27-9d34-73bb55b5cf05
2020-07-08T13:04:06.956329Z,Europe,,,,,,,DUO,duo,How to request InfoSec Security Scan,,,,MyToken/DUO,d0f5f26a-86e2-4c27-9d34-73bb55b5cf05
2020-07-08T13:04:52.388371Z,MMEA,,,,,,,Distribution List,distribution list,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,,,,JP Distribution List,933695cc-75ec-4e06-8350-21be9fabcb34
2020-07-08T13:05:03.918434Z,NABU,,,,,,,Distribution List,distribution list,Office 365 FAQ,,,,JP Distribution List,933695cc-75ec-4e06-8350-21be9fabcb34
2020-07-08T13:11:55.253473Z,NABU,,,,,,,lab support,lab support,TippingPoint Service,,,,TippingPoint Lab Support,cdf210c8-066e-4201-9039-3f04ea95da72
2020-07-08T13:50:05.195416Z,NABU,,,,,,,avaya,avaya,AVAYA Softphone BCP FAQs,,,,,da4af4ea-2f3f-4eff-b7b2-4d4d99d81c51
2020-07-08T13:53:55.130978Z,PH,,,,,,,Product Cloud,product cloud,,,,,Product Cloud,eb9f2d40-ed5f-4a23-ae52-3c4447f48bae
2020-07-08T13:56:25.616023Z,Europe,,,,,,,Modify member from a existing DL,modify member from a existing dl,Modify distribution list in MS outlook 2016,,,,Modify Distribution List Member,45adb770-d446-4dce-a91e-f3af6915b3b8
2020-07-08T13:56:30.275307Z,Europe,,,,,,,modify dist,modify dist,,,,,,45adb770-d446-4dce-a91e-f3af6915b3b8
2020-07-08T14:10:17.09817Z,Europe,,,,,,,vpn issue,vpn issue,,,,,VPN,6d21cd7b-da96-461e-bc43-a893ef9b3799
2020-07-08T14:34:34.258871Z,Europe,,,,,,,msdn,msdn,MSDN License Info,,,,MS software license request,e9cc2fc3-547e-4e7b-b85f-ebcefa1960ff
2020-07-08T14:44:41.273716Z,Europe,,,,,,,product cloud vm no network,product cloud vm no network,Mapping network printer in Rome Office,,,,,d943bddf-34be-471d-8ccf-478d71f772b8
2020-07-08T14:48:27.781996Z,Europe,,,,,,,"How to modify my cases regarding ""Trenders visiting an external company"" to notify someone ? (I forget to specify an other manager)","how to modify my cases regarding ""trenders visiting an external company"" to notify someone ? (i forget to specify an other manager)",,,,,,2e1d06cb-01d2-41bc-a544-a23c79a36fa1
2020-07-08T14:48:52.052486Z,NABU,,,,,,,account termination,account termination,Domain Account Lockout,,,,Domain Account,557f6941-c026-4c52-83e8-c6cd644cfa7d
2020-07-08T14:49:02.5792Z,Europe,,,,,,,GREETINGS ADD ACRONYM,greetings add acronym,,,,,,2e1d06cb-01d2-41bc-a544-a23c79a36fa1
2020-07-08T14:51:44.997285Z,Europe,,,,,,,webexpense,webexpense,,,,,Webexpense,4f2dbfcc-ad0a-40bf-b124-cda022176629
2020-07-08T14:53:02.189239Z,Europe,,,,,,,tip,tip,,,,,Threat Investigation Portal (TIP),effd5af3-732a-4e58-b7b0-b25618bf9774
2020-07-08T14:53:21.966841Z,Europe,,,,,,,webexpense,webexpense,,,,,Webexpense,6f880164-ebb1-42e2-8cad-374ba31dbc71
2020-07-08T15:10:50.781287Z,NABU,,,,,,,create new acronym,create new acronym,OneDrive: Create files and folders,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:11:09.906785Z,NABU,,,,,,,How to create a new acronym,how to create a new acronym,OneDrive: Create files and folders,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:12:06.734278Z,NABU,,,,,,,how to create new acronym,how to create new acronym,OneDrive: Create files and folders,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:12:30.587142Z,NABU,,,,,,,acronym,acronym,JARVIS Concierge: How Can I add new Acronym for JARVIS?,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:12:47.038759Z,NABU,,,,,,,Request to Install/reinstall computer,request to install/reinstall computer,Domain Account Lockout,,,,Desktop / Laptop (NABU only),2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:12:54.854604Z,NABU,,,,,,,create acronym,create acronym,,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:12:54.855568Z,NABU,,,,,,,What does dsru stand for,what does dsru stand for,,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:12:56.099221Z,NABU,,,,,,,Request to Install/reinstall computer,request to install/reinstall computer,Domain Account Lockout,,,,Desktop / Laptop (NABU only),2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:13:06.58691Z,NABU,,,,,,,What does dsru stand for,what does dsru stand for,Acronym Info,,,,,2b695ad9-71d2-4d14-8eea-13757f8c73a5
2020-07-08T15:14:33.590888Z,NABU,,,,,,,What does DSRU stand for?,what does dsru stand for?,Acronym Info,,,,,6339cc3a-9440-4591-8425-b9a8cc9cb019
2020-07-08T15:20:14.258009Z,APAC,,,,,,,get help from tippingpoint,get help from tippingpoint,How Do I Connect My Laptop to AP2000,,,,TippingPoint Lab Support,7fd8f6f8-8c75-45dd-9ef1-bd88c9023cbf
2020-07-08T15:38:13.485771Z,NABU,,,,,,,kibana,kibana,,,,,,15f6c0ef-c2a2-4e95-ae39-98f247665032
2020-07-08T15:40:20.495145Z,Europe,,,,,,,Jarvis OpenForm node 6733,jarvis openform node 6733,,,,,,db94b452-c92b-435f-a855-add4de637b33
2020-07-08T15:40:27.238415Z,Europe,,,,,,,"Trenders visiting an external Company""","trenders visiting an external company""",,,,,,db94b452-c92b-435f-a855-add4de637b33
2020-07-08T15:55:55.483562Z,Europe,,,,,,,hi,hi,,,,,,9bf674ca-429d-4379-b4d0-ac342e1cb267
2020-07-08T16:00:03.752689Z,NABU,,,,,,,XDR Demo,xdr demo,XDR,,,,Provision Trend employee into XDR Demo Cloud,21463fb6-f4a1-47f6-9427-3913b836599c
2020-07-08T16:33:52.552767Z,Europe,,,,,,,license,license,,,,,,4ba2588b-a71c-4f3b-aebb-b808df402c8f
2020-07-08T16:33:52.649082Z,MMEA,,,,,,,license,license,,,,,MS software license request,4ba2588b-a71c-4f3b-aebb-b808df402c8f
2020-07-08T16:39:49.292645Z,MMEA,,,,,,,cloud one,cloud one,,,,,,4ba2588b-a71c-4f3b-aebb-b808df402c8f
2020-07-08T16:40:31.269923Z,MMEA,,,,,,,cloud one,cloud one,,,,,,4ba2588b-a71c-4f3b-aebb-b808df402c8f
2020-07-08T16:45:40.778092Z,Europe,,,,,,,travel,travel,,,,,,fbdbc2f9-95cc-4a61-8b6c-a55f9a1c99be
2020-07-08T16:52:08.069003Z,NABU,,,,,,,Hi ðŸ‘‹,hi ðŸ‘‹,Global IT Contact Info,,,,,a1c042a8-d0d6-44a4-a929-752432e82b71
2020-07-08T16:52:14.239019Z,NABU,,,,,,,I need help with activating Duo on my cell phone,i need help with activating duo on my cell phone,MS Office won't activate on KMS.,,,,Phone(NABU only),a1c042a8-d0d6-44a4-a929-752432e82b71
2020-07-08T17:11:50.205572Z,APAC,,,,,,,microsoft teams,microsoft teams,Software License Others Request Info,,,,MS software license request,33ab2983-ab28-47c8-a31e-96bb4b2fe70a
2020-07-08T17:13:15.124496Z,Europe,,,,,,,product cloud,product cloud,,,,,Product Cloud,6b2a20f6-07e8-4280-acab-561b0fa17541
2020-07-08T17:15:26.701904Z,NABU,,,,,,,product cloud,product cloud,,,,,Product Cloud,7c5897ec-5fd9-485b-8a77-0772ef24596c
2020-07-08T17:15:46.025657Z,PH,,,,,,,customer 360,customer 360,,,,,Consumer Customer 360,b61f6b26-ae46-4f83-a9b8-4c217675f2fb
2020-07-08T17:15:57.500218Z,PH,,,,,,,customer360,customer360,,,,,Consumer Customer 360,b61f6b26-ae46-4f83-a9b8-4c217675f2fb
2020-07-08T17:16:17.7905Z,Europe,,,,,,,product cloud,product cloud,,,,,Product Cloud,42d82653-8c5b-488b-b5ff-d2b0da2d54fb
2020-07-08T17:16:33.984812Z,NABU,,,,,,,product cloud,product cloud,,,,,Product Cloud,b148d58f-7fc0-442b-80e8-3827dcb9b5d9
2020-07-08T17:25:01.6093Z,PH,,,,,,,VDI,vdi,How to set up VDI Workspace,,,,General Network,ae1f892d-9311-4415-a962-693a0efec7bb
2020-07-08T17:38:13.695845Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,,,,Modify Distribution List Member,1185172d-788d-4ee6-adb9-93d62436d91b
2020-07-08T17:38:19.050913Z,NABU,,,,,,,distribution lisr,distribution lisr,,,,,,1185172d-788d-4ee6-adb9-93d62436d91b
2020-07-08T17:47:22.458573Z,PH,,,,,,,test,test,,,,,,7f99d840-e9ee-4686-a192-cdfed94047e1
2020-07-08T17:47:24.262452Z,NABU,,,,,,,adfs,adfs,How to integrate ADFS from SaaS,,,,SSO,8fac5d50-1f81-4f2f-bfab-8079a7346521
2020-07-08T17:54:31.564396Z,PH,,,,,,,VPN profile,vpn profile,Updating Global Address Book,,,,,056fa2c2-2125-4f4d-aced-72d4f5c95bcf
2020-07-08T17:55:00.108637Z,PH,,,,,,,grant him permission in his vpn profile.,grant him permission in his vpn profile.,Updating Global Address Book,,,,VPN,056fa2c2-2125-4f4d-aced-72d4f5c95bcf
2020-07-08T17:58:30.756572Z,NABU,,,,,,,product cloud,product cloud,,,,,Product Cloud,6f760535-3fd1-4b1c-87a4-e6e8b18124c9
2020-07-08T17:58:36.371658Z,NABU,,,,,,,xdr,xdr,XDR,,,,Provision Trend employee into XDR Demo Cloud,6f760535-3fd1-4b1c-87a4-e6e8b18124c9
2020-07-08T18:12:40.635794Z,Europe,,,,,,,modify group,modify group,,,,,,2a4fa6a8-03b6-48c1-bf2f-ad41c1f6afac
2020-07-08T18:12:42.902119Z,Europe,,,,,,,Modify member from a existing DL,modify member from a existing dl,Modify distribution list in MS outlook 2016,,,,Modify Distribution List Member,2a4fa6a8-03b6-48c1-bf2f-ad41c1f6afac
2020-07-08T18:18:51.105248Z,PH,,,,,,,PLS,pls,,,,,PLS Customer Information Change,8c546aa3-3907-474d-a439-b6069f6e83b8
2020-07-08T18:47:46.172496Z,Europe,,,,,,,mad team,mad team,Europe IT Contact Info,,,,,c23c8e12-cd1d-4cd1-9b3a-20a62999971b
2020-07-08T18:48:10.509274Z,Europe,,,,,,,active directory,active directory,,,,,Domain Account,c23c8e12-cd1d-4cd1-9b3a-20a62999971b
2020-07-08T18:55:25.351069Z,PH,,,,,,,create a service account,create a service account,How to Change Service Acccount Password for Windows?,,,,Create Service Account,c6263223-d39f-440c-aa85-7230c74e730a
2020-07-08T20:01:51.274715Z,NABU,,,,,,,tcse,tcse,,,,,,6990fd05-75e0-44d5-8d31-64158f746cb3
2020-07-08T20:05:04.426651Z,NABU,,,,,,,tippingpoint customer success lab,tippingpoint customer success lab,TippingPoint Service,,,,AV-LABS (PH-AV-NFC),6990fd05-75e0-44d5-8d31-64158f746cb3
2020-07-08T20:05:50.749677Z,NABU,,,,,,,TCSL,tcsl,,,,,TippingPoint Customer Success Labs,8d7c3e19-b8ce-485f-b4db-40fb9983112c
2020-07-08T20:05:50.947691Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,,,,Modify Distribution List Member,6990fd05-75e0-44d5-8d31-64158f746cb3
2020-07-08T20:05:53.213692Z,NABU,,,,,,,tcsl,tcsl,,,,,,6990fd05-75e0-44d5-8d31-64158f746cb3
2020-07-08T20:06:28.063632Z,NABU,,,,,,,tcse,tcse,,,,,,403c3b53-c18c-4314-af2d-b417d348d989
2020-07-08T20:06:37.346667Z,NABU,,,,,,,tipping point customer success lab access request ticket,tipping point customer success lab access request ticket,OneDrive: How to copy/move folders/files between users on OneDrive,,,,Coporate KB Solution (eSupport/Success),6990fd05-75e0-44d5-8d31-64158f746cb3
2020-07-08T20:06:53.481796Z,NABU,,,,,,,tls,tls,Acronym Info,,,,,403c3b53-c18c-4314-af2d-b417d348d989
2020-07-08T20:07:04.984645Z,NABU,,,,,,,tippingpoint customer success lab,tippingpoint customer success lab,TippingPoint Service,,,,AV-LABS (PH-AV-NFC),403c3b53-c18c-4314-af2d-b417d348d989
2020-07-08T20:11:07.745742Z,NABU,,,,,,,dl,dl,Acronym Info,,,,Distribution List,d5fbb8a5-4d5c-4a1d-a25d-d5bb2e8d621d
2020-07-08T20:15:58.665899Z,NABU,,,,,,,Not able to login to F5,not able to login to f5,,,,,,f3f9cf57-4dcf-4827-8792-b4a767db0dff
2020-07-08T21:15:11.345262Z,NABU,,,,,,,modify disti list,modify disti list,NABU Mobile Phone,,,,Distribution List,5564ead1-ea04-42b5-adf3-86f429c3be3d
2020-07-08T21:18:36.067784Z,PH,,,,,,,dl,dl,Updating Global Address Book,,,,Distribution List,cf30944f-932e-401d-9a45-16f203fc05df
2020-07-08T21:41:00.87338Z,NABU,,,,,,,wiki group,wiki group,JARVIS Concierge: How Can I add new Acronym for JARVIS?,,,,JARVIS Wiki,5b4442ea-9f42-4064-a2b0-d251dfdc97ad
